#,ID,temperature,Date,precipitation,windSpeed
0,17060,-1.0,2016/1/1 0:00,,4.6
1,17060,-1.6,2016/1/1 1:00,,5.1
2,17060,-0.7,2016/1/1 2:00,,3.6
3,17060,0.1,2016/1/1 3:00,,5.7
4,17060,0.2,2016/1/1 4:00,,6.7
5,17060,-1.3,2016/1/1 5:00,,3.6
6,17060,-1.4,2016/1/1 6:00,,3.6
7,17060,-1.3,2016/1/1 7:00,,5.7
8,17060,-1.9,2016/1/1 8:00,,6.2
9,17060,-0.2,2016/1/1 9:00,,5.7
10,17060,-0.6,2016/1/1 10:00,,6.7
11,17060,-0.2,2016/1/1 11:00,,5.7
12,17060,0.3,2016/1/1 12:00,,5.7
13,17060,1.0,2016/1/1 13:00,,4.6
14,17060,-0.4,2016/1/1 14:00,,3.1
15,17060,-0.6,2016/1/1 15:00,,2.1
16,17060,-4.5,2016/1/1 16:00,,2.6
17,17060,-4.7,2016/1/1 17:00,,3.1
18,17060,-4.8,2016/1/1 18:00,,2.6
19,17060,-5.5,2016/1/1 19:00,,2.6
20,17060,-2.4,2016/1/1 20:00,,2.1
21,17060,-3.5,2016/1/1 21:00,,3.6
22,17060,-2.7,2016/1/1 22:00,,3.1
23,17060,-2.9,2016/1/1 23:00,,3.1
24,17060,-5.3,2016/1/2 0:00,,3.1
25,17060,-5.2,2016/1/2 1:00,,4.1
26,17060,-6.1,2016/1/2 2:00,,4.6
27,17060,-5.5,2016/1/2 3:00,,3.1
28,17060,-4.9,2016/1/2 4:00,,1.5
29,17060,-3.6,2016/1/2 5:00,,3.1
30,17060,-0.5,2016/1/2 6:00,,3.1
31,17060,1.8,2016/1/2 8:00,,2.1
32,17060,1.5,2016/1/2 9:00,,2.6
33,17060,0.3,2016/1/2 10:00,,5.1
34,17060,0.5,2016/1/2 11:00,,4.1
35,17060,0.1,2016/1/2 12:00,,4.6
36,17060,-0.2,2016/1/2 13:00,,4.6
37,17060,1.1,2016/1/2 14:00,,4.6
38,17060,0.3,2016/1/2 15:00,,4.6
39,17060,-0.3,2016/1/2 16:00,,4.6
40,17060,0.3,2016/1/2 17:00,,
41,17060,0.2,2016/1/2 18:00,,4.1
42,17060,0.4,2016/1/2 19:00,,3.6
43,17060,-0.3,2016/1/2 20:00,,4.1
44,17060,0.5,2016/1/2 21:00,,3.1
45,17060,0.4,2016/1/2 22:00,,3.1
46,17060,0.0,2016/1/2 23:00,,4.1
47,17060,0.4,2016/1/3 0:00,,3.1
48,17060,0.5,2016/1/3 1:00,,3.1
49,17060,0.8,2016/1/3 2:00,,
50,17060,0.7,2016/1/3 3:00,,3.1
51,17060,0.5,2016/1/3 4:00,,3.1
52,17060,0.7,2016/1/3 5:00,,3.6
53,17060,1.2,2016/1/3 6:00,,4.1
54,17060,1.3,2016/1/3 7:00,,4.1
55,17060,1.4,2016/1/3 8:00,,4.6
56,17060,2.2,2016/1/3 9:00,,4.6
57,17060,1.5,2016/1/3 10:00,,4.1
58,17060,1.8,2016/1/3 11:00,,4.1
59,17060,1.7,2016/1/3 12:00,,4.1
60,17060,3.2,2016/1/3 13:00,,
61,17060,2.7,2016/1/3 14:00,,
62,17060,1.8,2016/1/3 15:00,,4.6
63,17060,1.7,2016/1/3 16:00,,
64,17060,1.7,2016/1/3 17:00,,6.2
65,17060,1.9,2016/1/3 18:00,,5.7
66,17060,2.5,2016/1/3 19:00,,4.6
67,17060,2.8,2016/1/3 20:00,,
68,17060,2.8,2016/1/3 21:00,,4.6
69,17060,3.3,2016/1/3 22:00,,5.1
70,17060,2.8,2016/1/3 23:00,,4.6
71,17060,4.0,2016/1/4 0:00,,4.6
72,17060,3.1,2016/1/4 1:00,,
73,17060,2.2,2016/1/4 2:00,,2.1
74,17060,2.5,2016/1/4 3:00,,3.6
75,17060,2.8,2016/1/4 5:00,,2.6
76,17060,3.6,2016/1/4 6:00,,2.1
77,17060,4.4,2016/1/4 7:00,,3.6
78,17060,4.7,2016/1/4 8:00,,3.6
79,17060,5.2,2016/1/4 9:00,,3.6
80,17060,5.6,2016/1/4 10:00,,3.1
81,17060,5.9,2016/1/4 11:00,,3.1
82,17060,5.9,2016/1/4 12:00,,1.5
83,17060,5.8,2016/1/4 13:00,,3.1
84,17060,5.1,2016/1/4 14:00,,2.6
85,17060,4.7,2016/1/4 15:00,,2.1
86,17060,4.4,2016/1/4 16:00,,2.6
87,17060,5.3,2016/1/4 17:00,,2.1
88,17060,5.2,2016/1/4 18:00,,2.1
89,17060,5.8,2016/1/4 19:00,,1.5
90,17060,5.8,2016/1/4 20:00,,2.1
91,17060,6.8,2016/1/4 21:00,,3.1
92,17060,6.8,2016/1/4 22:00,,3.6
93,17060,7.0,2016/1/4 23:00,,1.5
94,17060,7.4,2016/1/5 0:00,,2.6
95,17060,7.2,2016/1/5 1:00,,3.6
96,17060,7.5,2016/1/5 2:00,,3.1
97,17060,8.0,2016/1/5 3:00,,4.1
98,17060,8.6,2016/1/5 4:00,,4.1
99,17060,8.9,2016/1/5 5:00,,3.1
100,17060,9.6,2016/1/5 6:00,,
101,17060,10.3,2016/1/5 7:00,,2.6
102,17060,10.5,2016/1/5 8:00,,4.1
103,17060,10.5,2016/1/5 9:00,,3.1
104,17060,10.3,2016/1/5 10:00,,4.1
105,17060,9.3,2016/1/5 11:00,,6.7
106,17060,9.2,2016/1/5 12:00,,2.6
107,17060,9.9,2016/1/5 13:00,,
108,17060,8.4,2016/1/5 14:00,,3.6
109,17060,8.0,2016/1/5 15:00,,3.6
110,17060,7.8,2016/1/5 16:00,,3.6
111,17060,7.4,2016/1/5 17:00,,3.6
112,17060,7.8,2016/1/5 18:00,,3.6
113,17060,8.5,2016/1/5 19:00,,
114,17060,8.9,2016/1/5 20:00,,
115,17060,5.2,2016/1/5 21:00,,4.1
116,17060,5.2,2016/1/5 22:00,,3.1
117,17060,7.9,2016/1/5 23:00,,3.1
118,17060,8.9,2016/1/6 0:00,,3.1
119,17060,7.4,2016/1/6 1:00,,3.1
120,17060,7.0,2016/1/6 2:00,,3.6
121,17060,7.6,2016/1/6 3:00,,2.6
122,17060,8.1,2016/1/6 4:00,,3.1
123,17060,8.2,2016/1/6 5:00,,3.1
124,17060,8.6,2016/1/6 6:00,,3.1
125,17060,11.3,2016/1/6 8:00,,
126,17060,11.4,2016/1/6 9:00,,2.1
127,17060,12.8,2016/1/6 10:00,,3.1
128,17060,13.4,2016/1/6 11:00,,3.1
129,17060,14.3,2016/1/6 12:00,,2.6
130,17060,15.1,2016/1/6 13:00,,3.1
131,17060,14.7,2016/1/6 14:00,,3.1
132,17060,13.7,2016/1/6 15:00,,2.6
133,17060,13.6,2016/1/6 16:00,,2.1
134,17060,15.1,2016/1/6 17:00,,5.7
135,17060,14.3,2016/1/6 18:00,,3.6
136,17060,14.3,2016/1/6 20:00,,5.1
137,17060,13.8,2016/1/6 21:00,,4.1
138,17060,13.7,2016/1/6 22:00,,3.1
139,17060,14.8,2016/1/6 23:00,,4.1
140,17060,13.9,2016/1/7 0:00,,4.1
141,17060,15.7,2016/1/7 1:00,,9.8
142,17060,15.1,2016/1/7 2:00,,9.3
143,17060,14.8,2016/1/7 3:00,,6.7
144,17060,15.8,2016/1/7 4:00,,9.8
145,17060,14.5,2016/1/7 5:00,,7.7
146,17060,15.6,2016/1/7 6:00,,10.8
147,17060,14.9,2016/1/7 7:00,,7.2
148,17060,15.1,2016/1/7 8:00,,7.7
149,17060,15.1,2016/1/7 9:00,,7.2
150,17060,15.3,2016/1/7 10:00,,11.3
151,17060,11.0,2016/1/7 12:00,,8.7
152,17060,10.7,2016/1/7 13:00,,10.8
153,17060,9.9,2016/1/7 14:00,,4.1
154,17060,8.2,2016/1/7 15:00,,10.3
155,17060,6.5,2016/1/7 18:00,,8.2
156,17060,6.1,2016/1/7 19:00,,7.7
157,17060,6.3,2016/1/7 20:00,,6.2
158,17060,6.2,2016/1/7 21:00,,4.1
159,17060,5.7,2016/1/7 22:00,,2.1
160,17060,5.9,2016/1/7 23:00,,1.5
161,17060,5.6,2016/1/8 0:00,,0.5
162,17060,5.7,2016/1/8 1:00,,1.5
163,17060,5.6,2016/1/8 2:00,,0.5
164,17060,5.9,2016/1/8 3:00,,1.0
165,17060,6.1,2016/1/8 4:00,,1.5
166,17060,6.3,2016/1/8 5:00,,
167,17060,6.6,2016/1/8 6:00,,2.1
168,17060,6.7,2016/1/8 7:00,,3.1
169,17060,7.2,2016/1/8 8:00,,3.6
170,17060,7.5,2016/1/8 9:00,,4.6
171,17060,8.3,2016/1/8 10:00,,5.1
172,17060,8.3,2016/1/8 11:00,,5.1
173,17060,7.6,2016/1/8 12:00,,6.2
174,17060,8.9,2016/1/8 13:00,,5.1
175,17060,8.6,2016/1/8 14:00,,5.7
176,17060,8.4,2016/1/8 15:00,,2.6
177,17060,8.6,2016/1/8 16:00,,4.6
178,17060,8.8,2016/1/8 17:00,,4.1
179,17060,8.1,2016/1/8 18:00,,1.5
180,17060,8.1,2016/1/8 19:00,,2.1
181,17060,8.6,2016/1/8 20:00,,3.1
182,17060,8.4,2016/1/8 21:00,,2.6
183,17060,8.5,2016/1/8 22:00,,3.6
184,17060,8.4,2016/1/8 23:00,,4.1
185,17060,8.8,2016/1/9 0:00,,4.6
186,17060,8.2,2016/1/9 1:00,,4.6
187,17060,8.0,2016/1/9 2:00,,4.6
188,17060,8.1,2016/1/9 3:00,,4.6
189,17060,7.8,2016/1/9 5:00,,4.6
190,17060,7.9,2016/1/9 6:00,,5.7
191,17060,9.0,2016/1/9 7:00,,6.2
192,17060,9.5,2016/1/9 8:00,,5.7
193,17060,10.2,2016/1/9 9:00,,5.7
194,17060,10.7,2016/1/9 10:00,,5.1
195,17060,10.9,2016/1/9 11:00,,5.7
196,17060,11.3,2016/1/9 12:00,,4.6
197,17060,11.2,2016/1/9 13:00,,4.1
198,17060,11.3,2016/1/9 14:00,,2.1
199,17060,10.4,2016/1/9 15:00,,5.1
200,17060,10.2,2016/1/9 16:00,,4.6
201,17060,10.5,2016/1/9 17:00,,5.7
202,17060,10.7,2016/1/9 18:00,,5.7
203,17060,10.6,2016/1/9 19:00,,5.1
204,17060,10.6,2016/1/9 20:00,,5.1
205,17060,9.9,2016/1/9 21:00,,4.1
206,17060,9.9,2016/1/9 22:00,,5.1
207,17060,10.1,2016/1/9 23:00,,5.7
208,17060,10.1,2016/1/10 0:00,,6.2
209,17060,9.7,2016/1/10 1:00,,6.2
210,17060,9.6,2016/1/10 2:00,,6.7
211,17060,9.7,2016/1/10 3:00,,8.2
212,17060,9.6,2016/1/10 4:00,,5.1
213,17060,10.0,2016/1/10 5:00,,5.7
214,17060,10.3,2016/1/10 6:00,,5.7
215,17060,10.4,2016/1/10 7:00,,4.6
216,17060,10.5,2016/1/10 8:00,,4.1
217,17060,11.0,2016/1/10 9:00,,5.7
218,17060,11.3,2016/1/10 10:00,,4.1
219,17060,11.7,2016/1/10 11:00,,3.6
220,17060,12.8,2016/1/10 12:00,,5.1
221,17060,12.0,2016/1/10 13:00,,4.6
222,17060,11.9,2016/1/10 14:00,,5.7
223,17060,11.8,2016/1/10 15:00,,6.2
224,17060,11.7,2016/1/10 16:00,,5.7
225,17060,11.0,2016/1/10 17:00,,6.7
226,17060,10.8,2016/1/10 18:00,,7.7
227,17060,10.9,2016/1/10 19:00,,7.7
228,17060,11.0,2016/1/10 20:00,,7.7
229,17060,10.8,2016/1/10 21:00,,6.7
230,17060,10.8,2016/1/10 22:00,,6.2
231,17060,10.9,2016/1/10 23:00,,6.2
232,17060,10.7,2016/1/11 0:00,,5.7
233,17060,10.7,2016/1/11 1:00,,3.1
234,17060,10.8,2016/1/11 2:00,,2.1
235,17060,10.8,2016/1/11 3:00,,3.6
236,17060,10.8,2016/1/11 4:00,,1.0
237,17060,10.7,2016/1/11 5:00,,4.1
238,17060,10.5,2016/1/11 6:00,,1.5
239,17060,12.0,2016/1/11 7:00,,2.1
240,17060,12.4,2016/1/11 8:00,,4.1
241,17060,13.0,2016/1/11 9:00,,4.6
242,17060,13.9,2016/1/11 10:00,,4.1
243,17060,13.9,2016/1/11 11:00,,4.1
244,17060,15.3,2016/1/11 12:00,,3.1
245,17060,15.4,2016/1/11 13:00,,4.1
246,17060,14.4,2016/1/11 14:00,,5.7
247,17060,13.4,2016/1/11 15:00,,5.1
248,17060,13.8,2016/1/11 16:00,,6.7
249,17060,13.9,2016/1/11 17:00,,7.7
250,17060,13.8,2016/1/11 18:00,,6.7
251,17060,13.4,2016/1/11 19:00,,6.7
252,17060,13.5,2016/1/11 20:00,,8.2
253,17060,13.4,2016/1/11 21:00,,7.7
254,17060,13.2,2016/1/11 22:00,,7.2
255,17060,13.4,2016/1/11 23:00,,8.2
256,17060,13.4,2016/1/12 0:00,,9.3
257,17060,13.2,2016/1/12 1:00,,7.2
258,17060,13.0,2016/1/12 2:00,,9.3
259,17060,13.5,2016/1/12 3:00,,10.3
260,17060,13.1,2016/1/12 4:00,,10.3
261,17060,13.3,2016/1/12 5:00,,13.4
262,17060,13.6,2016/1/12 6:00,,13.4
263,17060,13.4,2016/1/12 7:00,,10.8
264,17060,14.7,2016/1/12 8:00,,9.3
265,17060,15.5,2016/1/12 9:00,,8.7
266,17060,15.7,2016/1/12 10:00,,7.7
267,17060,16.6,2016/1/12 11:00,,9.8
268,17060,15.8,2016/1/12 12:00,,7.2
269,17060,16.4,2016/1/12 13:00,,9.8
270,17060,15.7,2016/1/12 14:00,,9.3
271,17060,14.8,2016/1/12 15:00,,7.2
272,17060,14.9,2016/1/12 16:00,,9.8
273,17060,14.8,2016/1/12 17:00,,8.2
274,17060,14.2,2016/1/12 18:00,,6.7
275,17060,14.7,2016/1/12 19:00,,9.3
276,17060,13.8,2016/1/12 20:00,,6.7
277,17060,11.3,2016/1/12 21:00,,9.3
278,17060,9.6,2016/1/13 0:00,,1.0
279,17060,9.6,2016/1/13 1:00,,5.1
280,17060,9.7,2016/1/13 2:00,,4.6
281,17060,10.4,2016/1/13 3:00,,3.1
282,17060,10.4,2016/1/13 4:00,,4.1
283,17060,10.8,2016/1/13 5:00,,5.1
284,17060,10.8,2016/1/13 6:00,,5.1
285,17060,10.7,2016/1/13 7:00,,3.1
